model,epoch,train_loss,val_loss,train_RMSE,val_RMSE,train_MAE,val_MAE,val_R2,scenario,base_model
nasa_classic_4__LSTM,17,7.142225513234735e-05,0.00013932881089810203,0.011951756905173727,0.01669304207004325,0.008797085370003645,0.010669758448123255,0.9603900082527599,nasa_classic_4,LSTM
nasa_classic_4__LSTM,18,6.576030587200963e-05,0.00012809623306318164,0.011468243424543091,0.016006015059028673,0.008239347556982898,0.009983647378359103,0.9635833310261139,nasa_classic_4,LSTM
nasa_classic_4__LSTM,19,6.352449660577501e-05,0.00012200213870638629,0.011271600610798413,0.015620637603460535,0.008079571914831399,0.009673233990642157,0.9653158312927479,nasa_classic_4,LSTM
nasa_classic_4__LSTM,20,6.0829780046506564e-05,0.00011821411518405623,0.011029938893061024,0.015376224295792905,0.007913376206055372,0.00941101198479759,0.9663927337128093,nasa_classic_4,LSTM
nasa_classic_4__LSTM,21,5.750837798197088e-05,0.00011539058918556707,0.010724585948655678,0.015191485392243777,0.007679701335811322,0.009240511342685557,0.9671954369933363,nasa_classic_4,LSTM
nasa_classic_4__LSTM,22,5.477411572688392e-05,0.00011349782724926516,0.010466528600930272,0.015066376141486964,0.007407328404258892,0.009238891010737103,0.96773353505853,nasa_classic_4,LSTM
nasa_classic_4__LSTM,23,5.315710759965614e-05,0.00011218093299469206,0.010310878201518952,0.014978714869265592,0.007210587346067075,0.009369486480753756,0.968107917152697,nasa_classic_4,LSTM
nasa_classic_4__LSTM,24,5.1737301137542267e-05,0.00011084489332543771,0.010172246166633498,0.014889252541479674,0.007032541272651759,0.009438532007731159,0.9684877387353935,nasa_classic_4,LSTM
nasa_classic_4__LSTM,25,5.0363527926882466e-05,0.0001097952428994397,0.0100362862223802,0.014818586920691976,0.006831155478028536,0.009458178174540852,0.9687861484951508,nasa_classic_4,LSTM
nasa_classic_4__LSTM,26,4.92239687446272e-05,0.00010855174696189351,0.00992209262168598,0.014734434038213272,0.006612349230202935,0.009439997717201935,0.9691396608970706,nasa_classic_4,LSTM
nasa_classic_4__LSTM,27,4.794596186132237e-05,0.00010746836210962624,0.00979244160690914,0.014660721727348686,0.006349305648611681,0.009314044477474508,0.9694476600828702,nasa_classic_4,LSTM
nasa_classic_4__LSTM,28,4.677199034458248e-05,0.00010655134227625129,0.009671813242935411,0.014598038203550285,0.006128592926654078,0.009157836292588123,0.9697083613213526,nasa_classic_4,LSTM
nasa_classic_4__LSTM,29,4.5990951115354185e-05,0.00010581319290367625,0.009590718879668189,0.014547385903931587,0.005944991702563129,0.00898143819138182,0.9699182085908361,nasa_classic_4,LSTM
nasa_classic_4__LSTM,30,4.5478935741509e-05,0.00010549263606662862,0.009537182853733273,0.014525332771872216,0.0058029913613739026,0.008872816734241716,0.9700093445356045,nasa_classic_4,LSTM
nasa_classic_4__LSTM,31,4.521372673999784e-05,0.00010483049203630247,0.009509334616009555,0.014479676082482932,0.0057094152912863395,0.008773137575410532,0.9701975842241868,nasa_classic_4,LSTM
nasa_classic_4__LSTM,32,4.518402489512006e-05,0.00010345243734980502,0.009506210404414777,0.014384188915531724,0.005682480511105885,0.008706849149541196,0.9705893561116916,nasa_classic_4,LSTM
nasa_classic_4__LSTM,33,4.518829553576541e-05,0.00010180799538581844,0.009506659785358801,0.014269409028322416,0.005671485205225292,0.00861228117190132,0.9710568530085972,nasa_classic_4,LSTM
nasa_classic_4__LSTM,34,4.525567367506612e-05,0.00010061872434920532,0.009513744266235233,0.014185819863897673,0.005672356711805887,0.008539030578862312,0.9713949535323023,nasa_classic_4,LSTM
nasa_classic_4__LSTM,35,4.539399344052765e-05,9.990165031150823e-05,0.009528272092997673,0.014135180476106303,0.005683586725527199,0.008502434850952617,0.9715988129652948,nasa_classic_4,LSTM
nasa_classic_4__LSTM,36,4.535850114604857e-05,9.93027058002278e-05,0.009524546621166741,0.014092744699424538,0.005662447837364327,0.008436508071044404,0.9717690856128773,nasa_classic_4,LSTM
nasa_classic_4__LSTM,37,4.504652869876563e-05,9.877399608023663e-05,0.009491735928635423,0.014055177317046967,0.0055790747234520195,0.008331069244763277,0.9719193967120271,nasa_classic_4,LSTM
nasa_classic_4__LSTM,38,4.48252029898521e-05,9.823335549850582e-05,0.009468389113284433,0.01401665901966189,0.005526464029874963,0.008246330207453646,0.9720730959382795,nasa_classic_4,LSTM
nasa_classic_4__LSTM,39,4.478380192484197e-05,9.758649205402683e-05,0.009464015376747294,0.013970433515069528,0.00552978301337654,0.008201407037576604,0.9722569923352907,nasa_classic_4,LSTM
nasa_classic_4__LSTM,40,4.475132421551583e-05,9.701118740463933e-05,0.009460583320198541,0.013929193051021738,0.0055374753788956215,0.008161487773935678,0.972420544279026,nasa_classic_4,LSTM
nasa_classic_4__CNN_LSTM,1,0.006951913991499515,0.004528745966540141,0.11791449334203631,0.09517086063120858,0.11057510998077869,0.08424725650217045,-0.2874837889807096,nasa_classic_4,CNN_LSTM
nasa_classic_4__CNN_LSTM,2,0.002555453030037738,0.0016598001009587085,0.07149060230610309,0.0576159732504397,0.05896573636813888,0.04504685989355273,0.5281330272968761,nasa_classic_4,CNN_LSTM
nasa_classic_4__CNN_LSTM,3,0.0010674508743076807,0.0013733396137302573,0.04620499723674994,0.052408770134733246,0.03697742683635581,0.04171493582455724,0.6095713197039777,nasa_classic_4,CNN_LSTM
nasa_classic_4__CNN_LSTM,4,0.0007841468932816671,0.0017122949022009518,0.039601689604946415,0.05851999697020712,0.031282895286234895,0.04981662898155099,0.5132091952024114,nasa_classic_4,CNN_LSTM
nasa_classic_4__CNN_LSTM,5,0.0014414249287386025,0.001969689108205564,0.05369217814468309,0.06276446430484879,0.045953732945712374,0.053746810161762616,0.440034295605662,nasa_classic_4,CNN_LSTM
nasa_classic_4__CNN_LSTM,6,0.0010161184971886022,0.002115171579079646,0.04508033993434326,0.06504108942224673,0.03803079386818267,0.05570066547035381,0.3986748198404314,nasa_classic_4,CNN_LSTM
nasa_classic_4__CNN_LSTM,7,0.0005124935165180691,0.0020730976212882633,0.03201541839266639,0.06439095555712095,0.025140375663925494,0.05410175657633579,0.41063611969811076,nasa_classic_4,CNN_LSTM
nasa_classic_4__CNN_LSTM,8,0.0003026942389884165,0.001823085296729749,0.024604643378197486,0.06038352885828091,0.018341802853337003,0.05081954709903309,0.48171247462351174,nasa_classic_4,CNN_LSTM
nasa_classic_4__CNN_LSTM,9,0.0002708703818609051,0.0015882425306534226,0.02327532631199179,0.056360314556428905,0.017299293191172183,0.04776980743433038,0.5484762564921243,nasa_classic_4,CNN_LSTM
nasa_classic_4__CNN_LSTM,10,0.0002591446446742685,0.001442361446661931,0.022765968268372506,0.053709615102800694,0.017318608663377484,0.04522222098823862,0.5899490179370016,nasa_classic_4,CNN_LSTM
nasa_classic_4__CNN_LSTM,11,0.00018295432909369645,0.0014286851087077098,0.019128740382284612,0.05345437374443827,0.014549035299015009,0.04465224646793848,0.5938370845222118,nasa_classic_4,CNN_LSTM
